,type,id,attributes.accession,attributes.samples-count,attributes.bioproject,attributes.is-private,attributes.secondary-accession,attributes.centre-name,attributes.public-release-date,attributes.study-abstract,attributes.study-name,attributes.data-origination,attributes.last-update,relationships.geocoordinates.links.related,relationships.biomes.links.related,relationships.biomes.data,relationships.publications.links.related,relationships.samples.links.related,relationships.analyses.links.related,relationships.downloads.links.related,links.self
523,studies,MGYS00002257,MGYS00002257,1,PRJNA244164,False,SRP041078,University of Otago,,Characterization of the Dental Plaques of axial spondyloarthiritis patients,Dental Plaque 16s rRNA v6 amplicons,HARVESTED,2019-11-07T16:55:46,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002257/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002257/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Subgingival plaque', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Subgingival%20plaque'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002257/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002257/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002257/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002257/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002257
524,studies,MGYS00002229,MGYS00002229,100,PRJNA269205,False,SRP051201,University of Florida,,16S sequencing of subgingival microbiota from subjects with chronic periodontitis and healthy subjects.,Human oral subgingival communities,HARVESTED,2019-11-07T16:55:44,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002229/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002229/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Subgingival plaque', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Subgingival%20plaque'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002229/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002229/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002229/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002229/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002229
525,studies,MGYS00002224,MGYS00002224,101,PRJNA324274,False,SRP077982,Universidade de Sao Paulo,,The present study aims to evaluate the composition of the subgingival plaque community associated with periodontal health and disease using high throughput sequencing approaches,human oral metagenome Raw sequence reads,HARVESTED,2019-11-07T16:55:42,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002224/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002224/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Subgingival plaque', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Subgingival%20plaque'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002224/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002224/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002224/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002224/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002224
526,studies,MGYS00002173,MGYS00002173,224,PRJNA274944,False,SRP060310,National Tsing Hua University,,Subgingival samples from Healthy / Periodontitis subjects,Subgingival samples from Healthy / Periodontitis subjects Targeted Locus (Loci),HARVESTED,2019-11-07T16:55:40,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002173/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002173/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Subgingival plaque', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Subgingival%20plaque'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002173/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002173/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002173/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002173/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002173
527,studies,MGYS00001300,MGYS00001300,14,PRJNA239461,False,SRP038999,University of Connecticut,,"Background and Objective: The advent of next-generation sequencing has significantly facilitated characterization of the oral microbiome. Despite great efforts in streamlining the processes of sequencing and data curation, upstream steps required for amplicon library generation could still influence 16S rRNA gene-based microbial profiles. Among upstream processes, DNA extraction is a critical step that could represent a great source of bias. Accounting for bias introduced by extraction procedures is important when comparing studies that use different methods. Identifying the method that best portrays communities is also desirable. Accordingly, the aim of this study was to evaluate bias introduced by different DNA extraction procedures on oral microbiome profiles.  Design: Four DNA extraction methods were tested on mock communities consisting of seven representative oral bacteria. Additionally, supragingival plaque samples were collected from 7 individuals and divided equally to test two commonly used DNA extraction procedures. Amplicon libraries of the 16S rRNA gene were generated and sequenced via 454-pyrosequencing.  Results: Evaluation of mock communities revealed that DNA yield and bacterial species representation varied with DNA extraction method. Despite producing the lowest yield of DNA, a method that included bead beating was the only protocol able to detect all seven species in the mock community. Comparison of the performance of two commonly used methods (crude lysis and a chemical/enzymatic lysis + column-based DNA isolation) on plaque samples showed no effect of extraction protocols on taxa prevalence but global community structure and relative abundance of individual taxa were affected. At the phylum level, the latter method improved the recovery of Actinobacteria, Bacteroidetes and Spirochaetes over crude lysis.  Conclusion: DNA extraction distorts microbial profiles in simulated and clinical oral samples, reinforcing the importance of careful selection of a DNA extraction protocol to improve species recovery and facilitate data comparison across oral microbiology studies.",Influence of DNA extraction on oral microbial profiles obtained via 16S rRNA gene sequencing- Supragingival plaque,HARVESTED,2019-11-07T16:55:38,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001300/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001300/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Subgingival plaque', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Subgingival%20plaque'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001300/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001300/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001300/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001300/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001300
528,studies,MGYS00002362,MGYS00002362,61,PRJNA421952,False,SRP127972,FISABIO,,"Understanding the triad of host response, microbiome and disease status is potentially informative for disease prediction, prevention, early intervention and treatment. Using longitudinal assessment of saliva and disease status, we demonstrated that partial least squares modelling of microbial, immunological and clinical measures, grouped children according to future dental disease status. Saliva was collected and dental health assessed in 33 children aged 4 years, and again 1-year later. The composition of the salivary microbiome was assessed and host defense peptides in saliva were quantified. Principle component analysis of the salivary microbiome indicated that children clustered by age and not disease status. Similarly, changes in salivary host defense peptides occurred with age and not in response to, or preceding dental caries. Partial least squares modelling of microbial, immunological and clinical baseline measures clustered children according to future dental disease status. These data demonstrate that isolated evaluation of the salivary microbiome or host response failed to predict dental disease. In contrast, combined assessment of both host response together with the microbiome revealed clusters of health and disease. This type of approach is potentially relevant to myriad diseases that are modified by hostmicrobiome interactions.",Combined analysis of the salivary microbiome and host defence peptides predicts dental disease,HARVESTED,2019-11-07T16:55:34,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002362/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002362/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002362/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002362/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002362/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002362/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002362
529,studies,MGYS00002361,MGYS00002361,136,PRJNA421776,False,SRP126531,University of Wisconsin-Madison,,"We investigated the oral microbiota from human saliva samples of undergraduate student athletes and non-athletes, by sequencing 16S rDNA using high-throughput next-generation Illumina sequencing.",Exercise frequency is associated with the oral microbiota of student athletes and non-athletes,HARVESTED,2019-11-07T16:55:32,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002361/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002361/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002361/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002361/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002361/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002361/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002361
530,studies,MGYS00002277,MGYS00002277,89,PRJNA413647,False,SRP119591,Zhejiang Chinese Medical University,,Oral microbiota associated with recurrent aphthous stomatitis in young adults,Oral microbiome of young adults,HARVESTED,2019-11-07T16:55:31,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002277/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002277/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002277/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002277/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002277/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002277/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002277
531,studies,MGYS00002260,MGYS00002260,1,PRJNA253625,False,SRP043625,Research and Testing Laboratory,,This study aimed at investigating the salivary microbiota of fourteen non progressor (NP) and fourteen progressor (P) patients with immunoglobulin A nephropathy (IgAN).,Human saliva Targeted Locus (Loci),HARVESTED,2019-11-07T16:55:18,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002260/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002260/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002260/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002260/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002260/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002260/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002260
532,studies,MGYS00002259,MGYS00002259,45,PRJNA247490,False,SRP042281,University of Naples Federico II,,African celiac children''s saliva as affected by gluten-free diet,Human saliva microbiota Targeted Locus (Loci),HARVESTED,2019-11-07T16:55:16,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002259/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002259/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002259/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002259/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002259/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002259/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002259
533,studies,MGYS00002256,MGYS00002256,161,PRJNA236367,False,SRP035877,univ. di napoli federico II - dipartimento di agraria,,"Omnivorous, vegetarian and vegan saliva microbiota","Omnivorous, vegetarian and vegan saliva Targeted Locus (Loci)",HARVESTED,2019-11-07T16:55:14,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002256/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002256/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002256/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002256/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002256/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002256/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002256
534,studies,MGYS00002246,MGYS00002246,39,PRJNA196250,False,SRP020623,University of Connecticut,,"Solid-organ transplant recipients rely on pharmacological immunosuppression to prevent allograft rejection. The effect of such chronic immunosuppression on the microflora at mucosal surfaces is not known. We evaluated the salivary bacterial microbiome of 20 transplant recipients and 19 non-immunosuppressed controls via 454-pyrosequencing of 16S rRNA gene amplicons. Alpha-diversity and global community structure did not differ between transplant and control subjects. However, principal coordinate analysis showed differences in community membership. Taxa more prevalent in transplant subjects included operational taxonomic units (OTUs) of potentially opportunistic Gammaproteobacteria such as Klebsiella pneumoniae, Pseudomonas fluorescens, Acinetobacter sp., Vibrio spp., Enterobacteriaceae sp. and the genera Acinetobacter and Klebsiella. Transplant subjects had increased proportions of Pseudomonas aeruginosa, Acinetobacter sp., Enterobacteriaceae sp. and Enterococcus faecalis, among other OTUs, while increased genera included Klebsiella, Acinetobacter, Staphylococcus and Enterococcus. Furthermore, in transplant subjects, the dose of the immunosuppressant prednisone positively correlated with bacterial richness, while prednisone and mycophenolate mofetil doses positively correlated with the prevalence and proportions of transplant-associated taxa. Correlation network analysis of OTU relative abundance revealed a cluster containing potentially opportunistic pathogens as transplant-associated. This cluster positively correlated with serum levels of C-reactive protein, suggesting a link between the resident flora at mucosal compartments and systemic inflammation. Network connectivity analysis revealed opportunistic pathogens as highly connected to each other and to common oral commensals, pointing to bacterial interactions that may influence colonization. This work demonstrates that immunosuppression aimed at limiting T-cell-mediated responses creates a more permissive oral environment for potentially opportunistic pathogens without affecting other members of the salivary bacteriome.",Transplantation-associated long-term immunosuppression promotes oral colonization by potentially opportunistic pathogens without impacting other members of the salivary bacteriome,HARVESTED,2019-11-07T16:55:12,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002246/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002246/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002246/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002246/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002246/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002246/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002246
535,studies,MGYS00002231,MGYS00002231,17,PRJNA261765,False,SRP047405,Northwest University for Nationalities,,to study the microbe in oral cavity of patients with dental decay,Saliva in oral cavity Targeted Locus (Loci),HARVESTED,2019-11-07T16:55:10,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002231/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002231/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002231/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002231/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002231/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002231/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002231
536,studies,MGYS00002230,MGYS00002230,56,PRJNA306560,False,SRP067603,University of Oklahoma,,Microbial community survey of human saliva samples with and without oral lichen plauns,Human oral saliva Metagenome,HARVESTED,2019-11-07T16:55:08,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002230/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002230/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002230/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002230/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002230/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002230/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002230
537,studies,MGYS00002221,MGYS00002221,20,PRJNA261274,False,SRP047310,Northwest University for Nationalities,,To study the microbial diversity in saliva of oral cavity of human,microbial diversity on human oral cavity,HARVESTED,2019-11-07T16:55:06,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002221/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002221/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002221/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002221/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002221/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002221/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002221
538,studies,MGYS00002209,MGYS00002209,43,PRJDB2355,False,DRP002300,"Section of Preventive and Public Health Dentistry, Kyushu University Faculty of Dental Science",,"Both hydrogen sulfide (H2S) and methyl mercaptan (CH3SH) are frequently detected in large amounts in malodorous mouth air. We investigated the bacterial composition of saliva of 30 subjects with severe oral malodor exhibiting extreme CH3SH/H2S ratios (high H2S but low CH3SH concentrations, n = 14; high CH3SH but low H2S concentrations, n = 16) and 13 subjects without malodor, using barcoded pyrosequencing analysis of the 16S rRNA gene. Phylogenetic community analysis with the UniFrac distance metric revealed a distinct bacterial community structure in each malodor group. The H2S group showed higher proportions of the genera Neisseria, Fusobacterium, Porphyromonas and SR1 than the other two groups, whereas the CH3SH group had higher proportions of the genera Prevotella, Veillonella, Atopobium, Megasphaera, and Selenomonas. Our results suggested that distinct bacterial populations in the oral microbiota are involved in production of high levels of H2S and CH3SH in the oral cavity.",Identification of salivary microbiota associated with oral malodor using 16S pyrosequencing,HARVESTED,2019-11-07T16:55:04,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002209/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002209/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002209/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002209/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002209/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002209/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002209
539,studies,MGYS00002186,MGYS00002186,14,PRJNA227796,False,SRP033022,CIBIO,,16S rRNA sequencing of the saliva microbiome of healthy human adult individuals,Human Saliva Microbiome,HARVESTED,2019-11-07T16:55:01,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002186/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002186/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Saliva', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002186/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002186/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002186/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002186/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002186
540,studies,MGYS00002261,MGYS00002261,10,PRJNA256234,False,SRP044888,DNA-technology,,To examine using 16S rDNA sequencing normal and pathogenic periodontal microflora.,Teeth bacterium Metagenome,HARVESTED,2019-11-07T16:55:00,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002261/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002261/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:Periodontal pockets', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Periodontal%20pockets'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002261/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002261/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002261/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002261/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002261
541,studies,MGYS00002234,MGYS00002234,206,PRJNA282991,False,SRP058027,University of Washington,,"Thinning ((T) Summer June 2005) and Nonspray ((N) Winter January 2006) Farmworker Buccal Oral 16S rDNA V5V6 PCR Microbiome raw sequence reads from the University of Washington''s Children''s Health Farmworker Cohort. Study goals were to characterize the oral microbiome of Washington State''s Yakima Valley Hispanic Farmworkers to assess human oral bacterial census diversity within a cohort with agricultural environmental bacterial exposures including farming, plant, animal and rural bacterial sources.","UW - Children''s Health Cohort, Adult Participant''s Buccal Oral Microbiomes, 16S rDNA V5V6 PCR Sequences",HARVESTED,2019-11-07T16:54:57,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002234/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002234/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:buccal mucosa', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:buccal%20mucosa'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002234/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002234/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002234/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002234/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002234
542,studies,MGYS00002219,MGYS00002219,80,PRJNA362794,False,SRP097643,"Ninth People's Hospital, School of Medicine, Shanghai Jiao Tong University",,human oral surface mucosa metagenome Raw sequence reads,human oral  metagenome Raw sequence reads,HARVESTED,2019-11-07T16:54:54,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002219/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002219/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral:buccal mucosa', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:buccal%20mucosa'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002219/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002219/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002219/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002219/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002219
543,studies,MGYS00002276,MGYS00002276,2,PRJNA388022,False,SRP108107,Faculty of pharmacy Suez Canal university,,Illumina Miseq platform sequencing can be used to explore person to person and temporal variation in oral microbiome composition of endodontic infection.,molecular charactarization of endodontic infection in humans,HARVESTED,2019-11-07T16:54:52,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002276/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002276/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002276/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002276/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002276/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002276/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002276
544,studies,MGYS00002273,MGYS00002273,50,PRJNA326888,False,SRP077498,Medical University of Graz,,create a new oral biofilm model where native oral biofilm is grown in vivo and then transferred to a biofilm reactor system.,human oral metagenome Raw sequence reads,HARVESTED,2019-11-07T16:54:49,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002273/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002273/biomes,"[{'type': 'biomes', 'id': 'root:Host-associated:Human:Digestive system:Oral', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral'}}]",https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002273/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002273/samples,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002273/analyses,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002273/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002273
